prompt,audio_url_a,audio_url_b,model_a,model_b,is_attention_check
"This is the live recording of a dance performance that uses a pop music piece as accompaniment. There is a male and a female vocalist singing melodically. The tune of the piece is being played by the electric guitar, the bass guitar and the synth. There is an upbeat acoustic drum beat in the rhythmic background. The audience can be heard clapping to the beat. The atmosphere is loud and lively. It could work well as the backing track in a modern dance course.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ggBivmG6yHQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ggBivmG6yHQ_seg2.wav,SASS,TF-MusicGen,FALSE
This is a live performance of a classical music piece. There is an orchestra performing the piece with a violin lead playing the main melody. The atmosphere is sentimental and heart-touching. This piece could be playing in the background at a classy restaurant.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/XmMN-6g1L8w_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/XmMN-6g1L8w_seg2.wav,TF-MusicGen,SASS,FALSE
This is a four on the floor style of production. The song is a drum and bass type of song with a bright and fuzzy synth to add a melodic element. The first part of the song feels suspenseful.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/c_a74UO2ftg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/c_a74UO2ftg_seg2.wav,TF-MusicGen,SASS,FALSE
This is an amateur DJ set performance with a turntable scratched over an electronic music piece with eurobeat characteristics. The track has a repeating fuzzy bass with a repeating loud electronic drum as the rhythmic background. There is an android voice singing the same words over and over.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/M5sptjrboqA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/M5sptjrboqA_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a simple dubstep piece. Electronic drums and percussion are played at the rhythmic background at 120 BPM. There is a high-pitched synth and a fuzzy synth bass playing a simple melody. The all-around quality of the sounds are a bit old-fashioned, reminiscing of the early 2000s. The piece has a danceable, trippy feel to it. It could be used in a retro-themed venue.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/SkIDF7iNJQE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/SkIDF7iNJQE_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a kids song sung by harmonizing kids vocals over shimmering bells, claps, synth keys melody, groovy bass and shimmering hi hats in the right channel of the stereo image. It sounds fun, happy, addictive, thanks to that cadence, and like something kids would listen to.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/u1a5eyk-9ig_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/u1a5eyk-9ig_seg2.wav,TF-MusicGen,SASS,FALSE
This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. This song may be playing in a club.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/298Q_pSLflU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/298Q_pSLflU_seg2.wav,TF-MusicGen,SASS,FALSE
This recording has been done live in a room with speakers. It features a DJ scratching the desks live to create these squeaky scratching sound effects. The song is a mellow hip hop song featuring a  relaxed drum beat and bassline.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/z9UJD6O7EAE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/z9UJD6O7EAE_seg2.wav,TF-MusicGen,SASS,FALSE
"This is an electronic dance music piece. It opens with loud fuzzy synth bass and electronic drums and continues with a repeating melody from a bright keyboard. It has an upbeat, loud and energetic aura that would be ideal in a nightclub setting. It could also be used in a DJ setlist.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/8Nrp4jUZeGE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/8Nrp4jUZeGE_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a jazz song that consists of electric guitar melody, shimmering hi hats, snappy snare, groovy piano melody and some applause at the very beginning of the loop. The recording is noisy and it sounds passionate and reverberant.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/tMMjurLqYJQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/tMMjurLqYJQ_seg2.wav,TF-MusicGen,SASS,FALSE
The low quality recording features a swinging and resonating sound. The recording is noisy and in mono.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/E6B81rrUlnE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/E6B81rrUlnE_seg2.wav,TF-MusicGen,SASS,FALSE
The song is instrumental. The tempo is medium with a harpist playing a bass line accompanying a violist. The song is folk-like with a dance rhythm. The audio quality is poor with ambient crowd noise.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/8DQbnR7hwpc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/8DQbnR7hwpc_seg2.wav,SASS,TF-MusicGen,FALSE
"This is an amateur recording of a live beatboxing performance. The beatbox is being performed initially slowly and then at a fast tempo. The recording is a bit dated, so the quality is quite low. The sounds from the setting of the recording such as the crowd cheering for the performer can be heard. Parts of this recording can be lifted as samples to be used in beat-making.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/78S8DnvLQDY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/78S8DnvLQDY_seg2.wav,SASS,TF-MusicGen,FALSE
A cappella choir is singing a melody with a deep male bass voice. Midrange female and male singers and high female voices. Then two female voices start singing two different arpeggio-melodies. The voices are spread across the left and right speaker. You can hear the sound of water. This song may be playing in a live presentation.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/3XeMR8lX0dg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/3XeMR8lX0dg_seg2.wav,SASS,TF-MusicGen,FALSE
The low quality recording features a DJ scratching a vinyl of a jungle song that consists of punchy kick and snare hits layered with energetic crash cymbal and groovy bass. The song sounds thin as it is probably playing on a speaker. The recording itself is noisy and in mono. It sounds energetic and aggressive overall.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/cWOohqFud6g_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/cWOohqFud6g_seg2.wav,SASS,TF-MusicGen,FALSE
The low quality recording features a flat male vocal talking over a double bass slap. The recording is noisy and in mono.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/LNFAeJ06KVs_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/LNFAeJ06KVs_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features an orchestral live performance of a classical song and it contains a wide french horn melody playing over a wide string melody. It sounds easygoing, passionate, dynamic and emotional.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/x14jW4c8YnQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/x14jW4c8YnQ_seg2.wav,SASS,TF-MusicGen,FALSE
"Male and female singers sing together in vocal unison. The song is medium tempo with a violin playing countermelody, along with  a traditional string bass rhythm and percussion instruments. The song is South American folk music with a lot of passion. The song audio quality is bad with high gains all over.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/I11AcD1sGes_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/I11AcD1sGes_seg2.wav,SASS,TF-MusicGen,FALSE
The low quality recording features a tutorial where a flat male vocal is talking in-between notes of alto saxophone. The recording is noisy and in mono.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/wcLPCMoy5hk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/wcLPCMoy5hk_seg2.wav,SASS,TF-MusicGen,FALSE
"A male singer sings this poignant love song. The song is medium tempo with a steady drumming rhythm, strong bass line, keyboard accompaniment, guitar accompaniment and percussion hits. The song is emotional and romantic. The song audio quality is bad.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Jq2w30NYstQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Jq2w30NYstQ_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a R&B song that consists of passionate male vocals, alongside background harmonizing male vocals, singing over tinny bells melody, synth strings melody, tinny high pitched synth lead melody, shimmering hi hats, gliding bass, punchy kick and claps. It sounds passionate and emotional, even though the mix of the song is poor.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/3IYd8cCmUkQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/3IYd8cCmUkQ_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features wide synth chords, sustained synth bass and mellow bells melody, followed by low tom hits located in the left channel of the stereo image. It sounds emotional, passionate, powerful and soulful.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/VTagIq90b7s_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/VTagIq90b7s_seg2.wav,TF-MusicGen,SASS,FALSE
This song contains a bass-melody repeating itself like an arpeggio. On top of that you can hear a digital string sound in the mid range playing a simple melody along with short female choir sequences that also sound digital. In the background you can hear explosions that do not belong to the song itself. This is an amateur recording and of poor audio-quality. This song may be playing in an arcade/action game.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Ie5FO_BetOE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Ie5FO_BetOE_seg2.wav,SASS,TF-MusicGen,FALSE
A synthbass is playing a soft line along with a piano playing a melody while a noise riser sound is slowly rising up creating tension. The female voice sings a melody on top of that. This song may be playing while running with headphones.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/FDYIdBZUl2Y_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/FDYIdBZUl2Y_seg2.wav,TF-MusicGen,SASS,FALSE
This is a classical music piece performed by an orchestra. There is a wide ranging brass section that has the french horn as the lead playing the melody. In the percussive background there are the tubular bells which give the piece a festive feel. The atmosphere is vibrant. This piece would fit perfectly in the soundtrack of a Christmas movie either as the opening theme or during the scenes where there is a preparation going on.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/kMNL4Y4XMhc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/kMNL4Y4XMhc_seg2.wav,TF-MusicGen,SASS,FALSE
Someone is playing a melody on acoustic guitar and then continues strumming chords along with a soft e-bass playing a melody along. These two instruments are panned on to the left and the other to the right side of the speakers. A male voice is sitting in-between singing in a higher pitch. This song may be playing in a movie scene of someone being in the countryside.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/YuiQRYaF9SA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/YuiQRYaF9SA_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a traditional song that consists of wide, harmonizing female vocals singing over acoustic rhythm guitar. It sounds mellow, soft and emotional.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/_yRFCl-z-EE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/_yRFCl-z-EE_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a drawers opening sound effects followed by a background orchestra music. The recording is extremely noisy, as it was probably recorded with a poor quality microphone or a phone.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/IiJciyiQBDw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/IiJciyiQBDw_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a fruity male vocal talking, after which he starts singing over harmonizing choir, groovy bass, mellow piano melody, shimmering cymbals, punchy kick, punchy tom and snappy rimshots. It sounds emotional, soulful and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/lSbCqHZy_l4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/lSbCqHZy_l4_seg2.wav,SASS,TF-MusicGen,FALSE
The low quality recording features a mixed harmonizing vocals singing over shimmering bells and groovy piano melody. It sounds passionate and euphoric. The recording is noisy.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/G-5UYGccne4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/G-5UYGccne4_seg2.wav,SASS,TF-MusicGen,FALSE
"This folk song features a female voice singing the main melody. This is accompanied by a tabla playing the percussion. A guitar strums chords. For most parts of the song, only one chord is played. At the last bar, a different chord is played. This song has minimal instruments. This song has a story-telling mood. This song can be played in a village scene in an Indian movie.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/HHZGjS4g-w4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/HHZGjS4g-w4_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a smooth bass, electric guitar melody, synth pad chords and mellow piano chords playing. It sounds soft, mellow and easygoing.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Vwekk3EOa-U_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Vwekk3EOa-U_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a reggae song that consists of passionate male vocal singing over offbeat, widely spread guitar chords, groovy bass, punchy kick hits, punchy snare hits layered with claps, bouncy wooden percussions and echoing brass melody. It gives off happy and fun vibes - as every reggae song should.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/v1EDTMRmJlY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/v1EDTMRmJlY_seg2.wav,SASS,TF-MusicGen,FALSE
This is a recording of a live indie rock performance. The recording is distorted and of a low quality. There are two male singers singing in an indie style with a lot of reverb applied to their vocals. The bass is rumbling and low and constant.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/9JlifkCmUOk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/9JlifkCmUOk_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features an electric guitar changing pitch as it is being tuned, string by string. The recording is very noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/VjbRot21Hq0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/VjbRot21Hq0_seg2.wav,SASS,TF-MusicGen,FALSE
The song is an instrumental. The tempo is medium with a guitar accompaniment and leads into a strong drumming rhythm and bass line. The song is exciting and energetic. The song is a movie soundtrack for a travel show or a documentary.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/cp8t27oT_ww_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/cp8t27oT_ww_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a high pitched sound effect, followed by a siren sound effect and finally a muffled hip hop song. It sounds like it was recorded with the phone.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/UD0pisqyLKA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/UD0pisqyLKA_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features an afrobeat song that consists of an echoing female vocal, with autotune effect on, rapping over energetic cymbals, wide percussion rolls, stab buzzy bass, shimmering hi hats and short strings stabs. At the end of the loop, there is a flat male vocal talking over the beat. It sounds energetic and like something you would easily dance to.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/_9OUh0uwDec_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/_9OUh0uwDec_seg2.wav,SASS,TF-MusicGen,FALSE
"This music is instrumental. The tempo is slow with the resounding vibrations of the cello , flute or recorder melody with a female voice talking about Spinal treatment . The music is soft, soothing, meditative,hypnotic, calming, droning, recurring and insistent. This clip is a documentary or tutorial on spinal treatment superimposed on the instrumental.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ihCl2ImrOYE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ihCl2ImrOYE_seg2.wav,SASS,TF-MusicGen,FALSE
This file contains an orchestral composition rising up while a lot of digital clicking sounds are in the foreground. This is an amateur recording. And the sounds seem to come from a different source. This song may be playing in an adventure videogame.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/zopos1B6Elc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/zopos1B6Elc_seg2.wav,SASS,TF-MusicGen,FALSE
This is a jingle piece in the background of a tech comparison video. There are various sound effects such as clock ticking and a camera shutter. The electric guitar is playing the same chord repeatedly with electronic drum hits to create an aura of tension. This piece can be used in advertisement jingles. It could also be used in the soundtrack of reality competition programs.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/LK6zk03lPlM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/LK6zk03lPlM_seg2.wav,SASS,TF-MusicGen,FALSE
solo harmonic playing a single high note and bending it down a half step. This is followed by a male voice over.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/gW33LYEvoaw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/gW33LYEvoaw_seg2.wav,SASS,TF-MusicGen,FALSE
The music features a glockenspiel playing a melody that starts off with a few notes and then develops into a fast-note arpeggio melody. Electronic sounds accompany the glockenspiel with a style that combines bass notes on beats one and three and chords on beats two and four. The whole atmosphere is playful.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/dsU3B0W3TMs_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/dsU3B0W3TMs_seg2.wav,TF-MusicGen,SASS,FALSE
"This song consists of three main elements - there is an angelic female humming vocal, a bass guitar which intricately follows the melody of the humming, and an atmospheric synth pad. The song generally has a soothing and relaxing vibe that feels almost transcendental.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/bZuXMxR2S4U_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/bZuXMxR2S4U_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a dubstep song that consists of buzzy, manic synth bass, punchy kick, slapping claps and high pitched laser riser. At the end of the loop, there is a short snippet of a much calmer section that consists of mellow claps, stuttering hi hats and arpeggiated dark piano melody. Overall it sounds aggressive and energetic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/oxZjkE984Uo_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/oxZjkE984Uo_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a recording of an electric guitar, first with a chord being strummed and allowed to ring out, then with licks being played. The guitarist plays a blues lick with the guitar producing a clean and compressed tone.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/rrAIuGMTqtA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/rrAIuGMTqtA_seg2.wav,SASS,TF-MusicGen,FALSE
This song contains a piano playing a melody in the mid range and also in the higher register. A flute is adding another melody in the mid range. A digital drum is holding a simple groove before dropping out completely. A male voice is softly rapping/talking in the mid range then another male with an effect takes over singing in a higher pitch. In the background you can hear strings underlaying chords. This song may be playing with headphones daydreaming.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/6sWVG6GyJBU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/6sWVG6GyJBU_seg2.wav,SASS,TF-MusicGen,FALSE
The low quality recording features an accordion melody with some plastic tapping keys along the way. It sounds soulful and passionate and the recording is noisy.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/uA-JpZppFsc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/uA-JpZppFsc_seg2.wav,TF-MusicGen,SASS,FALSE
Here we have a live recording of a musician playing the harmonica in a bluesy style. The tone is warm and rich and the mood is reminiscent of a country western film.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/5rjQU4vOIlw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/5rjQU4vOIlw_seg2.wav,TF-MusicGen,SASS,FALSE
The low quality recording features a flat male vocal counting rhythm over shimmering ride cymbals and soft snare hits. The recording is a bit noisy and it sounds like a tutorial on how to play drums.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/G13NEVAm6-o_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/G13NEVAm6-o_seg2.wav,TF-MusicGen,SASS,FALSE
"The song is an instrumental. The tempo is medium with a DJ creating cool rhythmic structures; groovy drum rhythm, percussion hits, grunge tones and staccato notes. The song is exciting and energetic. The song is a techno dance tune.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/diSfkEkTVkE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/diSfkEkTVkE_seg2.wav,TF-MusicGen,SASS,FALSE
The low quality recording features echoing sleep drone sound effects. It sounds weird and cool at the same time. The recording is noisy and in mono.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/13n6n6nKMhI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/13n6n6nKMhI_seg2.wav,SASS,TF-MusicGen,FALSE
"A female singer sings this passionate melody. The song is medium tempo with steady drumming rhythm, groovy bass line, Caribbean percussion, guitar accompaniment and a brass band playing percussively. The song is emotional and spirited. The song is a classic renege hit.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/XXBVsNt2Qr8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/XXBVsNt2Qr8_seg2.wav,SASS,TF-MusicGen,FALSE
The low quality recording features a cover of a rock song and it consists of a funky acoustic bass guitar solo melody played aggressively. It sounds groovy and the recording is noisy and in mono.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/_u2cNlW5DxQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/_u2cNlW5DxQ_seg2.wav,TF-MusicGen,SASS,FALSE
A male voice is singing in the mid-range with a lot of vibrato on some notes along with a shrutibox playing one chord. Here and there you can hear some hits of a tabla. The recording is full of voices talking in the background. This seems to be an amateur recording. This song may be playing at a concert with people sitting in chairs.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/AHrUfa2H_5s_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/AHrUfa2H_5s_seg2.wav,SASS,TF-MusicGen,FALSE
This is an amateur recording of a little girl performing on a turntable. The girl can be heard talking to the person behind the camera. There is a repeating male vocal sample and an electronic drum beat in the piece that is playing. There is an urban atmosphere to the track.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/DQzg3cZeYSw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/DQzg3cZeYSw_seg2.wav,TF-MusicGen,SASS,FALSE
A female singer sings this operatic melody. The song is medium tempo with a string section playing harmony and a piano accompaniment. The song is emotional and passionate. The song is a classic western music hit and a movie soundtrack.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/TnJE6W6Z6mM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/TnJE6W6Z6mM_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a ballad that contains a flat male vocal, alongside mellow harmonizing, reverberant female vocals, singing over acoustic rhythm guitar located in the left channel, electric guitar melody in the right channel of the stereo image, groovy bass, shimmering hi hats, soft rimshots, soft kick hits and mellow keys melody. It sounds mellow, emotional, passionate and heartfelt.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/4kZ0EZg5JRU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/4kZ0EZg5JRU_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a cover of a ballad song that consists of passionate, muddy male vocal singing over arpeggiated acoustic guitar melody. It sounds noisy, muddy and messy, as the frequencies are clashing, but it is also emotional and raw.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-8cgbhIR_pw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-8cgbhIR_pw_seg2.wav,SASS,TF-MusicGen,FALSE
This is a dancehall/reggae music piece. There is a female vocalist singing in a rap-like manner with a Jamaican accent in the lead. The melody is being played by two layers of electric guitar with a bass guitar backing. The rhythm is being played by the electronic drums. An airy synth sound can be heard very faintly in the distance. The atmosphere is chill. This piece can be used in the soundtrack of a summer movie during scenes where everybody is relaxing.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/qfwTbBprDVU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/qfwTbBprDVU_seg2.wav,TF-MusicGen,SASS,FALSE
The song is an instrumental. The tempo is medium with a maestro percussionist performing a solo drum solo in front of a live audience. The song is exciting and gripping. The audio quality is poor.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/nrj2zTr7U0o_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/nrj2zTr7U0o_seg2.wav,TF-MusicGen,SASS,FALSE
This folk song features a male voice singing the main melody. This is accompanied by a tabla and dhol playing the percussion. A keyboard plays fills after the voice pauses. The other instruments are not audible due to the low audio quality. This song can be played at a Hindu religious gathering.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/vZ9IanI59gE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/vZ9IanI59gE_seg2.wav,SASS,TF-MusicGen,FALSE
"The Classical song features a mixed harmonizing choir singing over organ melody, brass section melody and wooden percussion. It sounds powerful and epic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/FcwWl5JBnoU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/FcwWl5JBnoU_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a flamenco music piece. The only instrument being played is an acoustic guitar. The acoustic guitar is playing exotic tunes. There is a sensual atmosphere. This piece could be used in the soundtrack of a romance movie, especially during the more intimate scenes.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/S2yXmXUJ5xU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/S2yXmXUJ5xU_seg2.wav,SASS,TF-MusicGen,FALSE
This is a latin folk piece performed at a home setting. There is a male vocalist singing off-key in a shout-like manner. An accordion and a ukulele are providing the melodic background for the piece. A pair of maracas is being played for the rhythmic background. The piece has a joyful atmosphere. The instrumentals can be used for sampling to put them in a beat.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ZahBai58_Ec_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ZahBai58_Ec_seg2.wav,SASS,TF-MusicGen,FALSE
"This clip features a South Asian, Indian song . There's a singer with a passionate vocal singing atop a tabla being played. There are manjeeras. The recording is of a live performance and it's low quality audio.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/PqTTIfja0y8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/PqTTIfja0y8_seg2.wav,TF-MusicGen,SASS,FALSE
